year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2008,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",711,174,50.65,6.45,42.35,0,74.54,41,0,9009,2364,443,1834,0,4368
2008,1,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",323,78,17.62,3.31,31.11,0.28,25.68,5,0,3464,642,153,1364,15,1290
2008,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12282,1756,430.32,38.12,796.57,0.89,490.1,433,33,91708,32555,4145,27837,49,27122
2008,1,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11097,2571,1216.9,166.18,814.71,3.84,369.36,579,11,143978,83196,12399,31124,122,17137
2008,1,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",123,29,16.78,0,11.26,0,0.97,1,0,1013,574,0,398,0,41
2008,1,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6823,1297,159.78,5.75,659.79,0,471.68,103,14,64058,6835,626,28102,0,28495
2008,1,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,22,6.06,0.68,10.05,0,5.2,14,0,904,198,42,299,0,365
2008,1,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",416,143,47.03,2.62,84.62,0,8.72,6,0,5601,2084,414,2652,0,451
2008,1,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",522,171,55.97,30.25,80.14,0,4.63,25,1,8860,3786,1784,2981,0,309
2008,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",449,63,16,6,4,1,36,27,0,3982,1208,700,514,42,1518
2008,1,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",237,78,26.86,5.54,17.76,0,27.84,8,0,4728,1492,246,1042,0,1948
2008,1,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",295,39,14.88,0.92,6.65,0,16.54,5,1,2443,906,59,492,0,986
2008,1,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92,18,5.8,0,7.76,0.4,4.04,2,0,950,360,0,417,13,160
2008,1,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",292,95,66,3,15,0,11,20,0,5757,3829,277,819,0,832
2008,2,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",658,230,58.44,9.5,80.2,0,81.85,34,2,12091,2977,603,3844,0,4667
2008,2,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",324,105,24.24,6.61,42.72,0.46,30.97,6,1,5932,1272,460,2331,13,1856
2008,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11668,2246,393.52,39.96,1216.75,2,593.78,139,38,123427,29247,4219,55511,73,34377
2008,2,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10645,3112,1210.63,469.93,1139.95,5.43,286.06,315,27,202008,90989,39115,57631,244,14029
2008,2,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",111,37,22.28,0.38,12.75,0,1.6,0,0,1304,756,6,483,0,59
2008,2,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6531,2102,209.41,18.61,908.82,0,965.16,94,16,119438,11117,2361,42100,0,63860
2008,2,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58,24,8.16,1.56,3.26,0,11.02,12,0,1704,479,128,207,0,890
2008,2,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",386,156,46.09,11.02,88.33,0,10.56,4,3,7882,2887,974,3384,0,637
2008,2,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",481,232,68.75,40.1,108.48,0,14.68,25,0,14337,5179,2656,5105,0,1397
2008,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",359,80,19,4,10,0,47,9,0,4603,1364,342,757,0,2140
2008,2,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",222,68,17.46,4.77,15.32,0,30.45,18,0,4393,1033,505,883,0,1972
2008,2,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",288,58,18.53,0.08,19.26,0.63,19.5,9,1,3274,1066,3,1027,75,1103
2008,2,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",118,47,14.04,0.68,24.53,0,7.74,0,0,2819,1013,35,1319,0,452
2008,2,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",264,81,51,2,17,0,11,24,0,5715,3914,335,829,0,637
2008,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",709,255,68.15,4.65,104.79,0,77.41,50,2,15438,4141,272,5485,0,5540
2008,3,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",362,135,23.09,2,73.59,0,36.33,7,0,7887,984,159,3433,0,3311
2008,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12911,3289,581.83,65.57,1648.18,0.27,993.15,282,46,189217,44513,7065,79150,40,58449
2008,3,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11675,3283,1129.61,453.95,1338.95,5.54,354.95,259,38,223484,88553,42491,74020,213,18207
2008,3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",123,32,14.85,0.11,14.27,0,2.77,1,0,1110,489,4,517,0,100
2008,3,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7242,2056,206.28,12.98,905.9,0,930.84,86,27,125473,10566,1122,42938,0,70847
2008,3,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,23,7.03,1.68,7.42,0,6.87,7,0,1045,333,63,329,0,320
2008,3,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",409,168,58.45,7.73,83.99,0.36,17.47,7,2,8969,3969,505,3513,54,928
2008,3,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",725,331,94.83,48.15,171.4,0,16.63,29,2,19794,7460,3727,7647,0,960
2008,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",402,120,42,7,33,3,35,19,0,6524,1807,586,1723,215,2193
2008,3,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",239,79,17.69,3.29,28.25,0,29.77,7,3,5365,1384,270,1437,0,2274
2008,3,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",327,84,20.86,0,35.11,0.52,27.51,3,0,4029,1227,0,1400,13,1389
2008,3,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",177,68,23.62,5.45,20.53,0,18.4,8,2,5337,1805,538,1443,0,1551
2008,3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",258,68,31,1,28,1,7,7,1,4019,1536,65,1824,74,520
2008,4,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",701,190,63.98,1.84,80.25,0,43.93,54,1,8927,2915,126,3471,0,2415
2008,4,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",375,102,22.1,1.77,54.1,0,24.02,3,0,5305,996,119,2421,0,1769
2008,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12049,2393,454.9,9.32,1142.71,0,786.06,82,16,132232,37853,568,45648,0,48163
2008,4,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11073,2416,848.9,339.36,966.43,4.32,257,69,11,160032,64396,29702,52455,474,13005
2008,4,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",132,38,13.66,0.29,21.98,0,2.07,0,0,1358,531,5,768,0,54
2008,4,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7294,1226,111.76,4.84,538.15,0,571.24,59,7,62673,6442,308,22107,0,33816
2008,4,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,27,10.76,0.2,5.58,0,10.46,4,0,1874,864,23,234,0,753
2008,4,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",270,75,25.18,5.58,41.88,0,2.37,1,2,3715,1778,560,1283,0,94
2008,4,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",719,271,85.55,47.49,123.21,0,14.75,21,1,14827,6374,2817,4807,0,829
2008,4,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",393,49,8.7,1.27,27.06,0,11.97,6,1,2441,471,95,1309,0,566
2008,4,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",231,55,12.34,3.21,15.67,0,23.78,5,0,3729,785,397,699,0,1848
2008,4,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",313,55,14.36,0,23.49,0,17.16,7,0,3066,961,0,1168,0,937
2008,4,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",165,53,15.61,2.71,19.94,0.33,14.41,0,0,3001,913,266,841,6,975
2008,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",259,67,41,4,13.53,1,7.47,13,0,4635,2804,581,727,25,498
2008,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",719,212,69.48,3.5,74.48,0,64.54,25,0,10401,3502,343,2503,0,4053
2008,5,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",382,107,35.74,2.22,45.08,1.33,22.63,0,0,6022,2046,105,2200,35,1636
2008,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11711,1516,319.31,17.86,760.8,1.76,416.27,32,5,71251,23452,1136,24108,203,22352
2008,5,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10629,1643,686.58,145.54,616.02,3.96,190.91,42,9,79395,43586,7847,20440,146,7376
2008,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",152,40,11.44,0.32,23.92,0,4.33,0,1,1575,483,18,904,0,170
2008,5,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7799,994,110.23,6.26,398.52,0,478.99,44,13,50350,6083,299,14410,0,29558
2008,5,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,17,8.58,1.04,2.17,0,5.21,2,0,1057,439,104,231,0,283
2008,5,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",238,60,26.17,2.28,27.53,0.35,3.67,1,0,2618,1334,150,896,7,231
2008,5,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",806,209,65.41,37.22,95.19,0,11.18,8,0,10458,4267,2309,3255,0,627
2008,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",407,48,8.92,2,21.69,2,13.39,0,0,2312,620,100,660,68,864
2008,5,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",237,67,24,1.05,19.87,0,22.08,8,0,3801,1296,105,826,0,1574
2008,5,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",330,49,16.43,0,14.85,0,17.72,0,1,2161,640,0,416,0,1105
2008,5,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",172,40,11.3,3.07,12.58,0,13.06,1,0,2772,869,224,571,0,1108
2008,5,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",264,69,44,1,16.54,0,7.46,3,1,4209,2878,275,558,0,498
2008,6,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",703,248,74.79,10.53,72.85,0,89.83,22,0,16977,4631,1079,4567,0,6700
2008,6,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",397,132,29.64,3.85,61.05,0.4,37.06,8,1,7764,1876,348,2507,8,3025
2008,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12416,2479,500.12,50.07,1094.41,0,834.41,132,30,134055,34305,4159,47534,0,48057
2008,6,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11049,2376,800.41,237.4,1095.66,4.44,238.08,82,26,139077,55336,18591,54681,114,10355
2008,6,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",97,24,8.91,0.71,11.24,0,3.14,0,0,662,205,34,330,0,93
2008,6,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7856,1557,151.36,30.55,599.54,0,775.55,57,16,96713,10232,2084,30165,0,54232
2008,6,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56,16,3.84,0,5.49,0,6.67,9,0,892,271,0,261,0,360
2008,6,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",282,91,38.55,7.49,32.67,0,12.29,4,2,5293,2451,614,1263,0,965
2008,6,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",510,208,72.74,54.76,70.69,0,9.81,16,1,11976,4306,4013,3001,0,656
2008,6,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",437,117,21.35,3.68,60.07,0.44,31.46,2,2,6516,1272,184,2929,7,2124
2008,6,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",232,81,25.69,1.44,23.89,0,29.99,12,1,5261,1409,88,1251,0,2513
2008,6,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",321,55,14.84,0,18.82,0.76,20.58,4,1,2878,670,0,891,21,1296
2008,6,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",169,55,16.07,2.39,18.63,0,17.91,4,0,2995,882,82,826,0,1205
2008,6,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",242,109,51,5,39.5,0,13.5,9,2,5910,2893,212,1811,0,994
2008,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",724,244,63.75,8.87,107.21,0,64.17,13,11,16935,3659,526,8775,0,3975
2008,7,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",411,127,20.73,2.72,72.65,0,30.9,17,7,9562,884,309,5806,0,2563
2008,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12989,3472,781.28,74.34,1584.26,0.96,1031.16,306,169,264324,69866,9261,109609,44,75544
2008,7,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11060,3048,806.08,443.35,1525.24,2.29,271.04,320,91,264364,68121,56006,128509,112,11616
2008,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124,33,10.94,0.33,20.25,0,1.48,0,1,1430,515,14,807,0,94
2008,7,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",8178,2014,156.26,28.55,855.8,0,973.39,97,101,194014,10876,3397,78654,0,101087
2008,7,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,16,3.11,1,6.03,0,5.85,5,1,1036,253,99,406,0,278
2008,7,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",297,64,14.01,10.55,32.5,0,6.93,0,2,4355,1045,778,1948,0,584
2008,7,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",566,234,72.51,44.4,108.7,1,7.38,34,4,17546,5871,4057,6969,23,626
2008,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",475,148,26.6,6.88,73.78,0,40.74,9,9,10886,1498,492,5927,0,2969
2008,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",237,82,26.81,2.39,28.59,0,24.21,11,2,5795,1523,191,2456,0,1625
2008,7,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",329,81,16.24,1.09,30.94,1,31.74,4,2,4615,813,143,1967,32,1660
2008,7,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",180,55,14.7,1.39,20.69,0.56,17.66,4,0,5089,857,120,2636,9,1467
2008,7,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",128,59,34,3,14.77,0,7.23,8,2,4033,2358,194,958,0,523
2008,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",721,237,73.08,11.28,85.46,0,67.18,28,1,13459,4030,925,4328,0,4176
2008,8,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",398,138,22.17,2.6,75.62,0,37.62,4,0,8658,1160,159,3928,0,3411
2008,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12701,2652,552,53.52,1306.75,0,739.73,175,27,156928,44544,4407,62706,0,45271
2008,8,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10686,2473,959.8,202.9,1085.83,4.72,219.75,238,20,165566,77974,15825,60588,167,11012
2008,8,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124,22,7.75,0.22,10.49,0,3.54,0,0,742,251,4,363,0,124
2008,8,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",8017,1460,143.16,15.26,597.92,0,703.67,67,32,101184,11859,1248,32275,0,55802
2008,8,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,12,2.13,0.29,3.37,0,6.22,5,0,747,114,18,154,0,461
2008,8,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",260,34,18.58,3.94,9.82,0,1.66,2,2,1402,776,219,348,0,59
2008,8,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",529,188,51.32,37.03,88.09,0,11.56,17,1,12215,4215,3332,3817,0,851
2008,8,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",516,127,24.39,6.31,56.94,0,39.37,4,2,5817,854,428,2413,0,2122
2008,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",229,50,15.9,2.08,16.13,0,15.9,4,1,3231,1091,145,769,0,1226
2008,8,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",308,43,12.12,1.87,18.2,0,10.8,4,0,2032,481,257,726,0,568
2008,8,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",182,54,14.97,2.55,18.03,0.17,18.27,5,0,3342,899,147,1164,4,1128
2008,8,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",122,42,25,2,11,1,3,2,0,2550,1402,333,563,40,212
2008,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",688,101,39.78,0.93,40.06,0,20.23,9,0,4399,1707,59,1355,0,1278
2008,9,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",340,42,8.58,1.68,27.58,0,4.15,16,0,1581,561,67,755,0,198
2008,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12836,1731,295.67,16.7,883,1.92,533.71,133,11,78294,22585,913,28782,106,25908
2008,9,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9545,1541,668.2,64.18,349.65,0.73,458.24,121,9,79457,44960,4753,15233,13,14498
2008,9,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",91,3,0.19,0,1.85,0,0.96,0,0,84,4,0,53,0,27
2008,9,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6888,612,65.81,6.29,302.48,0,237.42,70,8,26388,3351,278,11034,0,11725
2008,9,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56,13,8.51,0.05,0.27,0,4.17,6,0,673,382,4,19,0,268
2008,9,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",208,19,9.8,2.76,5.44,1,0,0,0,1125,422,160,186,357,0
2008,9,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",592,216,69.06,47.24,91.98,0,7.72,7,1,11212,5016,2665,3149,0,382
2008,9,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",282,31,7.86,0.47,18.73,0,3.94,8,0,1357,335,41,909,0,72
2008,9,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",227,37,11.34,2,10.24,0,13.42,0,0,2107,632,146,431,0,898
2008,9,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",260,31,12.05,0.64,8.19,0.26,9.85,2,0,1478,570,46,327,9,526
2008,9,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",91,12,5.85,0,1.33,0,4.82,2,0,774,357,0,61,0,356
2008,9,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",186,44,32,1,6.01,0,4.99,1,0,2209,1602,22,278,0,307
2008,10,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",716,115,32.29,2,66.75,0.59,13.36,8,2,6404,1695,131,3743,67,768
2008,10,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",352,88,18.4,1.72,63.85,0,4.04,1,1,4648,825,69,3353,0,401
2008,10,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13817,2760,406.12,26.03,1558.55,0,769.3,54,18,136431,30071,2919,63568,0,39873
2008,10,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9808,1996,276.66,37.36,921.67,1.08,759.22,50,11,116242,21383,3568,43114,171,48006
2008,10,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,12,7.5,0.04,2.3,0,2.16,0,0,587,334,2,139,0,112
2008,10,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7238,1063,78.38,2.75,526.97,0,454.89,28,11,57195,4669,218,25441,0,26867
2008,10,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58,9,5.71,0,2.19,0,1.1,1,0,494,293,0,158,0,43
2008,10,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",196,18,7.38,0,10.61,0,0.01,0,2,859,347,0,511,0,1
2008,10,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",467,118,31.56,14.35,68.52,0,3.58,1,0,6300,2439,890,2694,0,277
2008,10,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",216,51,4.35,0,23.48,0,23.17,6,1,2683,323,0,893,0,1467
2008,10,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",235,29,9.29,0,10.19,0,9.52,0,0,1413,429,0,529,0,455
2008,10,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",263,33,7.31,0,17.33,0,8.36,1,1,1570,330,0,696,0,544
2008,10,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",111,16,2.92,1.69,6.81,0,4.58,0,0,990,115,103,481,0,291
2008,10,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",188,37,18,2,11.38,0,5.62,0,0,2197,1187,83,600,0,327
2008,11,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",562,122,32.96,0.83,75.55,0.82,11.83,9,0,6780,1578,29,4433,74,666
2008,11,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",324,80,13.97,0.45,57.46,0.56,7.56,1,0,4622,868,62,3173,38,481
2008,11,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13169,3121,375.42,15.93,1845.22,2,882.43,88,11,152580,25986,1133,75039,55,50367
2008,11,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10526,2564,359.74,52.94,1125.34,3.03,1022.94,92,11,168807,31517,5133,60738,70,71349
2008,11,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",88,20,7.86,0.26,9.17,0,2.72,0,0,799,346,23,342,0,88
2008,11,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6682,1254,94.52,3.81,642.03,0,513.64,36,4,70433,4711,311,30371,0,35040
2008,11,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",53,14,5.35,0.75,6.02,0,1.88,0,0,632,194,24,334,0,80
2008,11,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",290,60,12.66,8.08,36.88,0,2.38,0,2,2855,579,693,1466,0,117
